-16	-15	-14	-13	-12	-11	-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
Aae-Mir-750	-3.5	-6.5	-5.4	0	1.4	5.2	1.3	0.4	-0.7	-1.2	-0.6	3.3	3.3	0.9	-1.3	-2.1	-7.9	-8.2	-7.7	-4.7	2.8	4.2	2.9	2.1	1.9	-5.4	-5.5	-4.2	2	2.3	2.4	1.3	-3.3	-3.9
Aae-Mir-927-P1	1.3	0	-1.1	-3.2	-3.4	-2.5	0.6	0.6	-0.2	0.3	2.6	1.7	1.4	1.7	0	-3.6	-3.5	-4	-3.2	-4.2	-3.4	-0.5	2.9	1.6	-0.3	-2.7	-5.5	-6.4	-6.8	-5.9	-2	-1.9	-0.2	0.1
Aae-Mir-927-P2	-1.1	-8	-9.8	-12.1	-11.8	-6.5	-5.8	-4.4	-4.7	-4.7	-7.7	-6.9	-5.3	1.7	0.8	2.2	-0.8	-1.9	-2.9	-3.8	-4.8	-2.9	-3.3	-3.1	-2.9	-0.4	-0.4	0.9	5.8	5.8	2.9	2.7	4.4	-1.3
Aae-Mir-929-P1	-6.1	-7.8	-6.5	-3.1	-0.5	4.6	3	-1.7	-2.4	-1	-2.6	-2.7	-0.2	5.2	1.4	0.3	1	-0.8	-4.6	-7.2	-8.2	-7.4	-4.5	0.2	1.5	0.8	0.1	-6.2	-8.1	-9.9	-10.3	-11.6	-7.8	-6.1
Aae-Mir-929-P2	-6.1	-7.8	-6.5	-3.1	-0.5	4.6	3	-1.7	-2.4	-1	-2.6	-2.7	-0.2	5.2	1.4	0.3	1	-0.8	-4.6	-7.2	-8.2	-7.4	-4.5	0.2	1.5	0.8	0.1	-6.2	-8.1	-9.9	-10.3	-11.6	-7.8	-6.1
Aae-Mir-932	-2.6	1.5	-0.4	-1.2	-0.2	1.3	1.3	-0.7	-2.5	-1.2	-1.2	-3	-7.7	-7.1	-1	0.7	-1.3	-2.7	-1	-2.4	-2.6	-2.5	2.1	2.8	1.3	-1.7	3.2	-0.4	-2.2	-4	-2.2	-6.3	-7.7	-7.9
Aae-Mir-957	-4.4	-4.5	-1.3	-4.2	-3.6	0.4	-1.2	-5	-8.3	-8.3	-10.4	-9.2	-7.2	-5.8	-5.1	-3.4	-3.2	-3.3	-2.9	-4.5	-6.2	-4.5	-6.6	-8.1	-10.5	-10.2	-3.5	-2.4	-1.3	-0.2	2.1	0.2	-1.3	3.7
Aae-Mir-965	-0.7	-1.7	-3	-3.6	-2.9	-0.5	-0.5	-0.4	-1	-0.5	-3.5	-3	1.8	-0.6	-1	-2	-6.7	-7.6	-7	-3.7	0.7	2	1.9	1.4	-1.9	-4.6	-6.3	-7.1	-7.7	-7	-2.1	-1.7	-0.4	0.1
Aae-Mir-970	-0.6	-1.9	-2.5	-5.4	-5.9	-4.7	0.2	0.9	1	1.5	2.8	-1.8	-4.7	-5.7	-5.3	-1.9	-4	-4.8	-3.1	-1.1	-1.5	-4.1	-2.4	-2.9	-1.8	-5.3	-5.9	-5.1	-2.4	4.1	4.1	4	3.9	-1.3
Aae-Mir-971	-5	-6.4	-2.8	0.6	2.6	1.3	3.8	-2.5	-4.5	-6.9	-7.5	-5.1	-6.2	-6.2	-5.4	-4.5	-5.9	-6	-6.7	-1.9	-1.6	0	0.8	3.9	2.8	0.1	0.6	0.6	-3.2	-3.6	-4.5	-5.3	-7	-5.6
Aae-Mir-988	-2.5	-0.6	-2.7	-6.9	-8.3	-8.4	-6.7	-6.2	-6.8	-6.2	-7.2	-5.5	-6.2	-6.4	-4.2	-1.9	1.4	3.2	3.9	0.2	-0.6	-1.7	-2.3	-4.1	-4.8	-4.2	-1.9	1.1	0.2	3.4	4.1	3.7	2.5	0.4
Aae-Mir-989	-2.3	-3.9	-4.7	-2.8	-4.5	-4.8	-4.8	-2.7	-6.2	-5	-1.7	6	5	2.2	-2.9	-5.9	-7.5	-8	-8.7	-6.5	-1.8	-2.7	-1	-2.7	-2.2	-3.6	1	0	0.3	-0.4	-4.1	-1.6	-3.4	-4.8
Aae-Mir-999	0.9	-2.1	-3.7	-2.7	-1.7	-7.2	-6.9	-5.5	-3.4	-5.5	-6.5	-5.8	-4.1	-6.5	-6.9	-7.9	-6.7	-7.9	-7.4	-2.3	-1.4	-2.8	-1.7	-2.4	-5.5	-4.7	-1.5	-0.4	0.8	2.3	4.6	3.5	3.6	3.6
Aae-Mir-1000-P1	-5.6	-7.5	-7.6	-5	-2.4	2.2	2.9	4.5	4.3	-1.3	-1.3	0.2	2.1	3.4	8.4	1.7	0	-2.9	-6.2	-7.8	-8.9	-8	-5.3	-1.1	-0.5	0.5	0.8	-3.4	-5	-7	-7	-5.7	-5.8	-3.8
Aae-Mir-1000-P2	-5.6	-7.5	-7.6	-5	-2.4	2.2	2.9	4.5	4.3	-1.3	-1.3	0.2	2.1	3.4	8.4	1.7	0	-2.9	-6.2	-7.8	-8.9	-8	-5.3	-1.1	-0.5	0.5	0.8	-3.4	-5	-7	-7	-5.7	-5.8	-3.8
Aae-Mir-1175	2.7	0.8	-0.3	-1.6	-2.7	-5.3	-5.8	-3.8	-3.5	0.5	0.3	1	1.3	0.1	-1	-3.5	-4.1	-5.8	-4.9	0.2	-4.6	-3	-1.1	-2.1	-4	-3.5	0.2	0	-0.7	4.8	0.7	-0.2	-2.4	-2.1
Aae-Mir-1890	3.5	1.9	1.5	2	1.7	-0.3	-1.5	-0.8	-5.3	-6.6	-6.6	-7.5	-7	-5.8	-4.9	-3.9	-4.2	-3.5	-1.7	-3.5	-1.8	0.3	0.3	-1.4	-2.2	-1.7	0.7	0.3	-1.3	-0.9	4.5	-0.8	-1.9	-1.9
Aae-Mir-1891-P1-v1	-1.2	-0.7	2.9	2.9	2.4	0.4	-4.2	-5.3	-6.4	-6.2	-5.3	-3.4	-0.8	2.6	1.6	2.4	-2.5	-4.2	-5.1	-5.9	-5.2	-3.4	-2.4	0.3	4.6	2.9	1.4	0.8	-5.1	-6.8	-7.2	-6.1	-4.2	-1.5
Aae-Mir-1891-P1-v2	-0.7	-1.2	-0.7	2.9	2.9	2.4	0.4	-4.2	-5.3	-6.4	-6.2	-5.3	-3.4	-0.8	2.6	1.6	2.4	-2.5	-4.2	-5.1	-5.9	-5.2	-3.4	-2.4	0.3	4.6	2.9	1.4	0.8	-5.1	-6.8	-7.2	-6.1	-4.2
Aae-Mir-1891-P2-v1	-1.2	-0.7	2.9	2.9	2.4	0.4	-4.2	-5.3	-6.4	-6.2	-5.3	-3.4	-0.8	2.6	1.6	2.4	-2.5	-4.2	-5.1	-5.9	-5.2	-3.4	-2.4	0.3	4.6	2.9	1.4	0.8	-5.1	-6.8	-7.2	-6.1	-4.2	-1.5
Aae-Mir-1891-P2-v2	-0.7	-1.2	-0.7	2.9	2.9	2.4	0.4	-4.2	-5.3	-6.4	-6.2	-5.3	-3.4	-0.8	2.6	1.6	2.4	-2.5	-4.2	-5.1	-5.9	-5.2	-3.4	-2.4	0.3	4.6	2.9	1.4	0.8	-5.1	-6.8	-7.2	-6.1	-4.2
Aae-Mir-2765	-4.2	-3.6	-2.7	1.9	1.9	1.3	0.9	-0.4	-3.4	-4.2	1	2.4	-1.9	-2.4	2.3	0	-2	-2.7	-2.3	-6.8	-8	-5.9	-5.2	-2.6	-0.4	-0.4	1.3	-2.2	-4	-6.6	-8.3	-8.4	-7.9	-6.5
Aae-Mir-2796	0	3.4	1	-0.9	-1.7	-0.2	-3.5	-4.7	-3.2	-3.1	-4.1	-3.6	-2.9	-1.6	2.6	1.6	-1	-1	-0.3	-5	-5.5	-4.5	0.7	-0.4	-1.9	-3.3	-4.1	-10	-10.9	-10.4	-6.8	-5.1	-2.3	-2
Aae-Mir-2940	-0.5	-1.8	-2.2	-2.6	-3.4	-2.9	-4.1	-0.3	-1	1.5	7.1	0.7	-0.3	-0.6	1.1	-2.4	-3	-2.5	-3.4	-3.6	-4	-3.8	1.5	0.6	0.9	0.9	0.5	-6	-8.1	-8.2	-5.6	0.9	0.6	0.9
Aae-Mir-2941-P1	0.8	0.1	-3.5	0	0.6	4	2.9	4.7	3.9	3.1	-0.2	-2	-2	-5.7	-8.2	-7.6	-6	-5.3	-3.5	-3.5	2.9	-0.8	-0.9	3.6	2.1	1.7	-2.4	-2.2	-4.9	-4.6	-4.9	-3.8	-3.3	-1.9
Aae-Mir-2941-P2	-2.6	-3.5	-5.4	-5.5	-4.4	-0.4	2.8	2.4	3	-0.5	-2.1	-2.1	-5.7	-6	-6	-5.4	-5.7	-5.6	-2.9	-1.2	-1	-0.7	2.1	0.1	-1.7	-1.2	2.2	-1.9	-3.5	-1.8	-0.4	-4.6	-6.1	-5.6
Aae-Mir-11893-P1	0	0	0	0	0	0	0	0	0	2.9	-0.4	-2.1	-3.4	-4.3	-6.9	-7.7	-5.2	-2.5	1.4	1.2	1.5	3.6	-0.3	2.6	0.8	0.3	-1	-1.6	-0.9	-1.2	-1.9	-1.4	3.2	-0.6
Aae-Mir-11893-P2	0	0	0	0	0	0	0	0	0	2.9	-0.4	-2.1	-3.4	-4.3	-6.9	-7.7	-5.2	-2.5	1.4	1.2	1.5	3.6	-0.3	2.6	0.8	0.3	-1	-1.6	-0.9	-1.2	-1.9	-1.4	3.2	-0.6
Aae-Mir-11895-P1	-3.4	-4.2	-3.4	3.1	-0.1	-0.1	0.7	-4.4	-5	-4.8	1.7	1.7	-0.1	1.2	-6.2	-7.2	-7.4	-8.4	-6.7	-6.7	-7	-5.9	-5.7	-6.7	-7.4	-7.4	-5.6	-7.3	-8.1	-7.1	-5.1	-3.4	-2.8	0
Aae-Mir-11895-P2	-3.4	-4.2	-3.4	3.1	-0.1	-0.1	0.7	-4.4	-5	-4.8	1.7	1.7	-0.1	1.2	-6.2	-7.2	-7.4	-8.4	-6.7	-6.7	-7	-5.9	-5.7	-6.7	-7.4	-7.4	-5.6	-7.3	-8.1	-7.1	-5.1	-3.4	-2.8	0
Aae-Mir-11899-P1	3.5	8	1.8	0.8	-1.9	-3.5	-6.1	-6.1	-3.5	-1.5	-3.1	-2.1	-1.6	-3.4	-4.8	-5.6	-3.4	-1.9	-0.8	0.2	1.6	6.1	4.3	-1	-4.3	-6	-8.9	-9.7	-8.9	-7.5	-5.6	-4.2	-3.1	-0.5
Aae-Mir-11899-P2	3.5	8	1.8	0.8	-1.9	-3.5	-6.1	-6.1	-3.5	-1.5	-3.1	-2.1	-1.6	-3.4	-4.8	-5.6	-3.4	-1.9	-0.8	0.2	1.6	6.1	4.3	-1	-4.3	-6	-8.9	-9.7	-8.9	-7.5	-5.6	-4.2	-3.1	-0.5
Aae-Mir-11900	2.2	2.7	-1	-1.3	-3.2	-3	-1.6	0.8	3.5	7.7	2.6	1.3	0.4	-0.5	-1.4	-1.4	-0.9	-0.9	-2.7	-0.4	-1.2	-1.4	-0.2	-0.2	0.6	-1.7	0.1	0.5	-0.4	0.9	6.2	5.7	3.7	3
Aae-Mir-11911	0.3	-2.3	-4	-5.3	-5	-4	-2.9	-1.3	1.4	2.7	3.8	4.8	0	4.3	1.7	-0.2	-1.3	-4.2	-7.5	-8.3	-7.6	-7.3	-8.2	-7.3	-4.8	-2.2	2.3	2.3	4	3.1	-1.9	-0.3	-1.8	-0.1
Asu-Bantam-o1	-2.7	-2.9	-0.8	4.6	-1.7	-3.6	-3.6	-2.6	-6.8	-6.5	-4.9	2.5	3.3	2.5	-2.9	-0.2	-1.1	-3	-3	-2.3	-5.2	-1.4	-1.9	-2.6	-1.9	-1.3	-5.3	-6.4	-5.7	-2.5	-1.2	-2.7	-2.7	-0.9
Asu-Bantam-o2	-7.4	-4.7	-3.4	-1.1	-0.2	5.1	-0.6	-1.1	1	0.6	0.6	-1.1	-0.1	-0.1	-0.2	-4.2	-6.1	-6.1	-7.1	-4.8	-4.4	-4.1	-5.1	-2.8	1.1	-0.1	2.5	4.7	3.4	0.6	-0.2	-3.9	-4.9	-4.7
Asu-Bantam-o3	-5.4	-1	-1.6	-2.1	-1.1	3.1	1.4	-2.7	-1.1	-2.3	-6.1	-3.5	-2.6	-4	-4.6	-4.1	-8.5	-8.9	-7.7	-3.4	-2.1	-2.1	-3.1	-2.3	-2.1	-3.9	-0.2	-2	-2	-0.2	-3.9	-4.6	-3.8	-1.9
Asu-Bantam-o4	-7.4	-4.7	-3.4	-1.1	-0.2	5.1	-0.6	-1.1	1	0.6	0.6	-1.1	-0.1	-0.1	-0.2	-4.2	-6.1	-6.1	-7.1	-4.8	-4.4	-4.1	-5.1	-2.8	1.1	-0.1	2.5	4.7	3.4	0.6	-0.2	-3.9	-4.9	-4.7
Asu-Let-7-P5	2	-2.3	-5.2	-6.8	-8.7	-10.7	-8.8	-4.7	-5.2	-3.6	0	3.7	1.9	-0.2	0.8	-0.1	-0.7	-3.6	-4.3	-3.7	-5.2	-7.7	-8.4	-7.4	-7	-7	-2.7	-0.8	1.2	-0.8	-0.9	-3.3	-3.6	1.4
Asu-Let-7-P7	4.3	0	4	3.1	0.5	-2.8	-6.2	-7.2	-4.6	-4.8	0.3	1.7	3.2	-1.4	-0.9	-4	-5	-6.7	-5.8	-4.7	-3.3	-3.2	-2.5	2.6	4.7	4.3	4.1	6.9	2.2	-0.2	-2.7	-4.2	-9.1	-8.4
Asu-Mir-1	-4.2	-7.1	-7.5	-4.3	-2.6	-0.5	2.8	1.7	-1.4	-0.2	5.5	2.2	1.3	2	-2.9	-4.5	-4.7	-5.7	-5.9	-5.5	-4.7	-3.4	-5.2	-4.9	-3.4	-2.6	-2.3	2.2	0.6	1.6	1.6	-4.6	-3.4	-3.7
Asu-Mir-2-o58a	-2.4	-0.9	-2.9	-1.9	-0.4	2.8	-0.8	-1.9	-2.3	-3.4	-8.8	-8.7	-7.5	-8.8	-7	-5.3	-4.5	-5.4	-1.7	-2.4	-3.1	-4.2	-3.8	-1	-3.8	-4.8	-3.4	-1.5	-5.1	-1.7	-1.6	-0.6	2.2	5.4
Asu-Mir-2-o58b	-2.4	-0.9	-2.9	-1.9	-0.4	2.8	-0.8	-1.9	-2.3	-3.4	-8.8	-8.7	-7.5	-8.8	-7	-5.3	-4.5	-5.4	-1.7	-2.4	-3.1	-4.2	-3.8	-1	-3.8	-4.8	-3.4	-1.5	-5.6	-5.6	-5.5	-4.5	-1.7	1.5
Asu-Mir-2-o59	-3.3	-4.1	-2.2	-2.2	1.6	1.6	3.5	-1.7	-4.6	-7.6	-7.9	-3.7	-6.1	-6.1	-3.2	1.6	-0.7	-1	-0.5	-0.3	-3.4	-2.9	-1.8	-2.2	2.1	2.8	0	-1.9	-2.3	-5.2	-2.5	-1.4	-0.4	6
Asu-Mir-2-o60	-3.4	-0.6	-1.6	1.1	4.3	-1.4	-4.8	-5.8	-2.2	-5	-4.6	1.4	2.1	-2.7	-2.8	1.5	-3	-3.4	-2.7	0	-0.4	-0.3	-0.4	-0.9	-2.5	-6.4	-4.5	-4.4	-3.5	-2.2	-3.3	-6	-5.2	-2.3
Asu-Mir-2-o61	2.2	1.7	2.3	-1.8	-2.9	-6.7	-7.4	-2.8	-4.1	-3.3	-1.1	0.3	-2.8	-3.5	-2.8	-6.2	-5.8	-3.8	-5	-5.9	-0.3	0	-0.6	-2.3	-1.8	1.6	-4.1	-3.5	-2.2	-1.7	-5.4	-4.3	1.1	-0.4
Asu-Mir-2-o62a	-8.9	-8.3	-6.6	0.6	1.4	0.4	2.2	-2.8	-3.5	-3	-1.4	4.9	5.1	3	-2.3	-5.3	-6.9	-6.7	-4.9	-5.9	-4.9	-3.5	3	0.9	0.2	-0.8	0.1	-2.7	-4.4	-3.5	-1.9	-3.3	-6.8	-5.8
Asu-Mir-2-o62b	-7.5	-7.2	-5.8	-4.2	2.2	1.2	2.3	-3	-3.7	-2.5	-1.7	2.9	3.8	1.8	-2.1	-3.7	-6.9	-6.7	-4.6	-5.6	-5.5	-4.1	2	0.2	-0.8	-1.8	0	-2.4	-4.1	-3.5	-1.9	-3.3	-6.8	-6
Asu-Mir-2-o62c	-5.6	-5.8	-5.1	-3.5	1.4	-1.1	0.7	1.5	-2.4	-1.2	-0.9	3.7	3.9	1.8	-2.1	-3.7	-6.9	-6.7	-4.9	-5.9	-5.8	-4.4	1.7	-0.1	-0.8	-1.8	0	-2.4	-4.1	-3.5	-1.9	-3.3	-6.8	-5.8
Asu-Mir-2-o62d	3.2	0.8	0.6	-3.2	1.2	-0.6	-2.4	-0.6	-5.8	-8.2	-8.1	-6	-5.9	-5	-4.6	-4.8	-9.6	-9.8	-7.1	-5.7	-7	-6.4	-3.6	2.9	0.5	0.2	-0.8	0.1	-2.7	-4.4	-3.5	-2.5	-1.2	3.5
Asu-Mir-2-P11	-1.9	-4.1	-4.6	-1.3	-0.9	3.3	3.2	2.9	-0.6	-0.5	-2.7	-4.8	-5	-3.7	-1.6	-3.3	-4	-4.9	-4	-5.5	-3.5	-3	1.6	1.6	1.7	0.9	-1.4	-1.7	-2.5	-1	-0.1	4	-0.7	3.2
Asu-Mir-7	-3.1	-3.8	-3.8	-3.1	-0.2	5.8	5.2	-0.8	-3.4	-6.7	-8.4	-10.3	-10.3	-10.3	-9.5	-4.2	-3.4	-4.5	-2.8	-0.9	-4.1	-3.9	0.4	0.2	1.7	1.8	-1.5	-1.6	0.5	1.4	1.9	0.2	-0.6	-3.9
Asu-Mir-8	1.2	-0.2	0.5	1.9	-0.7	-3.3	-2	-3.2	-7.3	-9.7	-10.5	-8.8	-9.1	-8.3	-1.3	-0.7	-1	-1.6	-1.3	-7.4	-6.9	-5.6	-1.4	-0.7	0.2	1.7	2.2	1.1	1.3	1.6	1.7	-3.1	-1.5	-2.1
Asu-Mir-9-o17	-1.4	-3.4	-3.5	-1.5	-3.5	-4.3	-4.1	2	-2	-2.9	-0.1	4.5	1.1	1.3	1.1	0.1	-5.6	-6.6	-5.3	-5.2	-1.2	-3.2	-1.5	0.2	-1.1	-7	-8	-7.2	-1.6	-1.9	-1.4	-0.6	0.1	-3.4
Asu-Mir-9-o18-v1	-4.4	-5.8	-4.5	-0.3	-2.2	-1.7	-0.9	0.3	3	4.1	5.1	5.1	0	-2.6	-5.9	-6.9	-4.8	-1.7	-2.2	-2.6	-0.9	0.8	-4	-6.9	-7.1	-7.2	-1.6	-1.9	-1.4	-0.6	-0.2	-1.4	-2.3	-2.1
Asu-Mir-9-o18-v2	-3.5	-4.4	-5.8	-4.5	-0.3	-2.2	-1.7	-0.9	0.3	3	4.1	5.1	5.1	0	-2.6	-5.9	-6.9	-4.8	-1.7	-2.2	-2.6	-0.9	0.8	-4	-6.9	-7.1	-7.2	-1.6	-1.9	-1.4	-0.6	-0.2	-1.4	-2.3
Asu-Mir-10-P1	-3.4	-2	-3	-5.8	-6.1	-0.3	-0.2	-1.4	-1.2	1.1	1.1	0.8	0	-1.4	-3.3	-7.6	-4.7	-5.7	-5	-2.5	0.8	4.1	2.2	1.9	0.5	-5.4	-6.2	-6	-0.9	0.5	1.2	1.5	-3.8	-4.3
Asu-Mir-10-P2o1	-4.9	-8.3	-9.3	-4	-4.6	-5.6	-4.7	-2.3	-1.1	-6.5	-4.9	1	0.7	-0.6	-2.5	-7.7	-8.3	-4.7	-5.6	-4.2	-1.7	0.7	1.6	-0.6	-0.9	1.1	-2.3	0.9	0.7	0.5	1.4	0.4	-4.1	-4.9
Asu-Mir-10-P2o2	-9	-8.1	-4.9	1.8	1.9	-0.1	0.6	-4.3	-6	-8.3	-8.9	-2.3	-3.1	-4.8	-5.4	-5.9	-8.2	-4.7	-5.6	-3.4	-0.1	4.7	0.3	-1.9	-2.2	-5	-3.3	-4.4	-2.4	0.3	1.8	-3.6	-4.2	-2.5
Asu-Mir-10-P2o3	3	1.2	3	-1.9	0.8	-2.1	-3.1	-0.7	-3.6	-6.5	-7	-1.9	-2.2	-3.5	-5.4	-5.9	-8.2	-4.7	-5.6	-4.2	-1.7	2.7	-1.3	-3.5	-3.8	-1.8	-5.2	-4.5	-3	1.6	2.8	1.1	0.8	-4
Asu-Mir-10-P2o4	-6.4	-1.3	-3.9	-4.5	-3.1	-4.1	-1.7	-8.3	-7.7	-3.1	-4.2	-1.8	-2.6	-4.3	-9	-10.6	-8.2	-4.7	-5.6	-5.7	-3.6	-1.2	-0.8	-3	-3.3	-0.8	-3	-3.6	-0.9	-0.9	0.3	-1.4	-2.2	-4.9
Asu-Mir-10-P2o5	-6.9	-5.5	-2.4	0.5	1.9	6	0.4	-2.9	-4.6	-7.2	-8.7	-4.2	-4.5	-4.5	-5.1	-5.9	-8	-4.9	-4.6	-1	-0.7	0.1	-3	-4.2	-2.9	-3.2	2.7	2.7	1.6	2.4	-3.5	-6.1	-7.4	-7.1
Asu-Mir-10-P2o6	-2	-2.4	-3.6	-3.4	-1.4	0	5.2	5.6	0	-2.6	-4.1	-0.9	-2.8	-4.5	-3.4	-3.7	-7	-6.9	-6	-2.6	-2.7	-5.1	-4.6	-5.7	-6.9	-2.1	-3	-3.1	-1.9	3.4	-1.5	-3.8	-3.9	-1.4
Asu-Mir-10-P3	-0.9	-3.5	-2.7	-0.3	-1.7	-3	-5.4	-5.4	-7.4	-6	0.6	0.3	0.3	-0.4	-5.8	-8.4	-9.6	-11.5	-9.4	-6.1	0.6	0.6	0.6	0.3	0.1	-2.9	-3.8	-3.8	-3.6	-3.6	-8.3	-9	-7.8	-6.2
Asu-Mir-10-P4	-2.3	-0.8	-4.1	-4.6	-2.4	-0.3	-5.6	-5.8	-3.8	-1.4	-4.9	-3.7	1.6	1	0.7	-1.4	-5.8	-7.1	-9	-7.6	-6	-1.5	-1.8	-2.9	-2	1.5	-3.1	-3	-1.9	-0.8	-3	-2.5	0.5	1.1
Asu-Mir-22-P2	-1.9	-1.9	-1.9	4.2	6.3	0.4	-3	-5.4	-6	-2.7	-4.1	-1.1	0.6	0.1	-2.6	-3	-2.2	-6.5	-5.4	-4.6	-2.5	-1.9	0.4	-1	1	2.1	2.5	0.9	-0.6	-0.7	-5.2	-6.3	-6.2	-3.6
Asu-Mir-29-P1	0.7	-0.7	-2.7	-2.9	-7.1	-6.9	-2.4	-2.9	-3	-1	0.9	2.6	2.2	2.5	1.5	-3.6	-4.7	-4.9	-3.2	-2.6	-0.3	0.6	4.3	2.6	2.9	5	0.5	-2.1	-4.7	-4.7	-6.2	-8.8	-8	-6.9
Asu-Mir-29-P2	-4.4	-6	-7.9	-8.2	-6.3	-2.9	-1.9	-2.6	-2.4	-3.6	-3.6	-0.2	0.2	2.5	-2.9	-4.9	-5.5	-5	-4.9	-5.5	-5.3	-3.3	-3.8	-5.5	-6.9	-5.6	-4.2	-3.2	3.4	2.4	2.3	-2.8	-3.5	-2.1
Asu-Mir-31	-2.8	-0.8	-3.2	-4.4	-4.7	-4.7	-5	-10.7	-9	-4.6	-5.6	-0.8	-0.8	-1.3	-5.1	-4.4	-1.8	-1	1.2	2	-1.4	-1.5	1.4	-0.1	-2.4	-2.4	-1.1	-4.9	-3.2	-5	-3.2	-3.2	-3.7	-7.6
Asu-Mir-34	-2.1	-1.2	3.4	4.3	4.1	-1.2	-3.8	-1.8	-6.4	-5.9	-1.1	-1.3	-1.3	-6.1	-4.4	-8.5	-9.4	-11.4	-5.7	-4.9	-3.3	-3.1	-0.5	3.7	0	-1.8	-1.4	-1.9	-5.9	-2.3	-1.6	-0.8	0.1	-1.9
Asu-Mir-36-o27	-7.9	-3.8	-3.9	-4.7	-5.1	-5.2	-3.2	-7.4	-6.8	-4.4	-1.1	5.1	4.7	3.5	-0.6	-1.9	-3	-4.9	-5.2	-4.9	-3.5	-2.2	0.6	0.6	1.3	0.2	-6.2	-7.9	-7	-4.4	-0.5	0	2.2	2.3
Asu-Mir-36-o28	-1.2	-3.8	-3.7	-1.6	-2.3	-4.8	-7	-7.8	-10.2	-11.3	-8.5	-2.7	-0.8	-1	0	0.5	-3.4	-5.4	-5.7	-5	-3.4	-2.5	-4.1	-4.2	-1.4	2.2	1.1	-2.5	-2.2	-5.5	-3	-4	-5	-2.6
Asu-Mir-36-o29-v1	1.8	7.6	3.5	0.9	-0.4	-1.8	-1.6	-5.2	-2.3	-2.6	-2.4	-1.6	-2.3	-8.1	-10.6	-9.6	-9	-8	-9.3	-7.2	-4.1	-1.2	-0.1	6.1	7.5	3.4	1.5	-1.8	-3.5	-5.4	-6.8	-7.2	-9.4	-5.2
Asu-Mir-36-o29-v2	1.8	7.6	3.5	0.9	-0.4	-1.8	-1.6	-5.2	-2.3	-2.6	-2.4	-1.6	-2.3	-8.1	-10.6	-9.6	-9	-8	-9.3	-7.2	-4.1	-1.2	-0.1	6.1	7.5	3.4	1.5	-1.8	-3.5	-5.4	-6.8	-7.2	-9.4	-5.2
Asu-Mir-36-o30	-5.2	-4.2	-2.8	-1.9	6	5.9	0.6	-0.8	-3.4	-4.4	-6.8	-6.4	-7.1	-9	-10.7	-10.6	-9.7	-8	-9.5	-7	-0.4	-0.9	-1.4	-0.6	1.3	1.4	1	1.1	2	-4.6	-6.5	-6.8	-5.9	-2.6
Asu-Mir-36-o31	-9.5	-9.1	-9.5	-6.2	-3.8	-0.5	2.9	3.8	2.1	-0.5	-2.4	-5.1	-6.7	-7.2	-3.4	-5.1	-4.1	-3.5	-2.1	-3.4	-3.8	-3.1	-3.6	-4.1	-3.9	-5.8	-3.6	-2	5.1	6	-1	-2	-3.3	-5.9
Asu-Mir-36-o32	-3.8	-4.4	-4.4	0.4	2.8	2.7	1.6	-2.5	-1.9	-3	-4.7	-4.6	-4.8	-7.8	-7.5	-7.2	-7.2	-5.5	-7	-4.7	-0.2	-0.6	0.1	-0.6	0.2	-2.3	-2.8	-0.1	3.2	3.9	0.6	0.3	0.3	-4.8
Asu-Mir-54-o1	-0.4	-0.8	0.4	1.7	1.7	-0.3	-2.9	-2.9	-7.7	-10.6	-9	-8.1	-4.2	-2.3	-2.1	-1.3	-5.8	-6.2	-2.3	-2.9	-3.4	-4.5	-2.8	-4.7	-4.7	-3.1	4.8	4.6	3.9	-4.2	-5.9	-7.2	-7.5	-9.2
Asu-Mir-54-o2	-8.9	-9.3	-7.1	-5.5	1.3	0	-1.7	-0.6	-5	-5.5	-8.5	-6.1	-5.4	-4.2	-4.9	-5.4	-4.5	-5.2	-6.9	-6.2	-6.1	-2.2	-2	-1.4	-1.1	-0.5	0.1	-2.6	1.5	-0.8	-0.5	0.6	-3.3	-5.9
Asu-Mir-54-o3	2.8	4.4	-1.4	-3.4	-3.9	-1.5	-2.9	-3.6	-3.6	-1.4	-3.9	-1.1	-1.1	1.2	1.2	-3.6	-4.5	-6.4	-7.1	-8	-6.1	-4	-3.1	-1.5	4	4.6	3.7	1.5	-1.8	-3.5	-4.1	-2.8	-5.9	-6.3
Asu-Mir-67	1.9	-1.6	-3	-2.9	-8.5	-11.9	-11.9	-9	-3.6	-1.6	0.7	3.5	-1.8	-3.4	-5.3	-4.9	-6.9	-7.9	-8.8	-7.3	-4	-2.8	-0.8	2.8	1.4	1.6	-1.5	-5.6	-7.3	-6.2	-2.9	2.7	1.7	2.2
Asu-Mir-71	-3.4	-2.8	-6.1	-8.3	-3.5	-1.5	-1	-2.2	1.7	1.3	-3.6	-4.1	-5.1	-7.1	-6.8	-4.1	-2.4	-4.2	-2.9	-2.6	0.1	-0.3	0.5	0.8	2.1	-2.7	-4.4	-5	-6.4	-5.8	-1.8	-2.9	-2.6	-1.7
Asu-Mir-76	-5	0.4	-5.1	-5.5	-4.1	-4	-8.7	-9.7	-8.7	-6.6	-6.5	-1.7	0.8	0.8	-1.5	-2.7	-5.8	-6.2	-5.6	-4.5	1.2	2.4	2.7	6.1	5.8	2.5	0.3	-0.8	-6.1	-6.3	-4.8	-5.7	-0.8	0.7
